"x"
5.059
5.984
59.581
204.351
111.318
5.476
5.826
9.695
55.154
40.307
15.438
38.499
1.582
11.252
12.628
109.066
114.624
32.029
18.557
2.744
52.556
137.365
156.191
104.586
5.342
88.819
28.673
201.314
36.143
41.025
15.45
15.676
5.553
44.418
32.135
180.544
0.712
4.669
9.622
56.091
1.226
1.173
20.361
11.805
26.859
63.923
90.686
70.469
4.727
75.927
67.811
151.331
68.281
18.179
9.095
2.578
10.037
33.459
82.584
15.574
11.776
3.525
55.793
127.216
130.06
9.082
0.337
0.293
3.507
11.2
101.259
35.658
16.041
21.7
39.439
152.582
89.407
18.601
13.624
7.277
15.65
12.524
114.866
12.706
79.592
14.836
144.208
330.042
130.344
36.088
7.048
30.356
17.853
12.62
72.567
88.838
69.881
44.676
56.421
119.413
163.054
6.779
44.236
28.149
38.172
69.988
56.76
83.736
21.317
24.29
203.066
152.129
121.692
14.575
14.497
12.604
8.384
67.358
62.982
36.394
25.633
6.592
49.884
54.944
124.14
15.302
2.906
23.686
8.317
29.016
53.464
42.979
6.185
35.173
17.717
242.486
83.556
12.015
19.145
4.935
7.363
37.652
44.58
78.242
96.077
43.077
38.379
16.805
33.563
16.026
3.065
6.952
3.434
17.164
47.874
80.948
10.359
45.301
56.304
173.323
75.234
12.431
29.513
10.506
3.217
66.042
184.964
38.451
16.856
61.586
146.127
97.808
118.702
17.59
8.106
12.847
27.95
72.375
52.528
29.086
8.117
22.167
112.528
65.12
45.609
23.235
21.368
14.12
12.383
0.25
80.327
1.371
0.075
0.068
22.853
300.691
59.087
14.702
9.005
17.061
1.031
111.382
240.316
157.62
192.702
94.636
76.981
129.421
104.622
40.689
13.989
19.239
7.926
13.075
43.902
11.048
9.02
1.204
192.159
120.273
23.999
0.68
1.047
13.898
23.359
22.149
159.991
92.313
1.296
1.299
26.381
24.674
26.887
12.692
1.584
2.638
16.136
3.062
77.089
76.201
189.238
11.005
92.536
118.991
30.684
8.399
16.458
12.442
17.099
21.01
89.933
21.506
59.62
16.983
109.388
138.226
89.35
0.148
1.699
5.862
24.317
76.842
102.666
126.013
41.013
19.259
26.967
81.765
174.32
59.038
0.423
13.521
5.115
26.399
61.288
3.433
19.455
20.959
43.007
216.69
46.676
6.151
5.058
4.437
12.558
32.328
44.883
22.938
56.004
26.39
61.066
102.063
114.887
18.162
8.673
7.179
24.824
8.563
33.974
1.795
4.892
8.849
79.544
195.427
99.59
0.261
8.969
17.571
17.816
29.609
129.672
171.184
54.525
59.057
36.568
137.24
51.315
29.816
23.496
23.518
62.137
31.402
17.285
36.989
44.735
31.867
82.982
84.788
13.377
0.076
13.97
14.794
55.732
95.352
67.65
1.441
32.175
16.275
33.12
59.842
89.427
32.946
9.826
7.606
12.252
114.934
55.579
111.489
53.931
34.352
131.405
101.502
172.775
17.603
1.985
12.576
13.796
23.865
50.084
41.721
2.663
43.306
92.408
28.288
64.056
35.819
13.637
20.004
21.04
52.56
41.03
121.279
0.73
12.279
4.261
277.851
143.685
20.79
5.06
20.626
11.44
38.48
101.83
123.002
64.057
3.745
119.707
322.501
44.228
19.582
4.643
18.111
24.657
0.537
47.845
127.723
20.827
60.865
102.111
62.799
35.269
34.564
13.735
19.785
21.454
64.319
35.89
60.573
33.513
8.415
34.745
166.589
181.975
32.533
16.407
7.032
17.042
81.294
209.523
109.408
70.908
49.325
36.02
142.826
106.187
28.719
0.01
4.19
7.793
7.042
75.296
8.808
15.634
18.22
35.206
79.535
64.932
5.12
12.927
13.334
24.271
72.806
58.271
16.175
47.032
22.785
179.309
238.678
153.722
30.317
11.196
9.509
7.132
35.45
43.771
85.902
6.376
0.617
39.297
144.706
44.525
5.526
0.129
1.416
17.907
127.12
161.862
291.247
161.55
65.189
144.609
271.392
113.599
40.294
3.062
9.665
37.576
20.349
108.59
42.529
52.179
119.303
39.594
131.974
160.222
10.139
8.822
3.808
37.24
108.714
30.643
44.685
49.917
125.241
42.376
185.463
127.88
3.377
16.252
7.545
12.265
18.647
156.647
67.131
12
1.2
145.9
139.8
54.6
4.9
6.2
2.9
64.6
48.3
232.9
97.6
